Station information:,,,,,,,
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Medbury Cws,13/08/2021,0.2,-,4.8,0,24,D
Methven Cws,13/08/2021,4.2,-,4.8,0,24,D
Ohoka Cws,13/08/2021,0.6,-,1.9,0,24,D
Rangiora Ews,13/08/2021,0,-,2.7,0,24,D
Waipara West Ews,13/08/2021,0,-,5.2,0,24,D
Wakanui 2 Cws,13/08/2021,3.2,-,1.6,0,24,D
Winchmore 2 Ews,13/08/2021,5.8,-,0,1.1,24,D
Akaroa Ews,14/08/2021,0.2,-,1,0,24,D
Ashburton Aero Aws,14/08/2021,0.2,-,2,0,24,D
Balmoral East Cws,14/08/2021,8.6,-,0,1.7,24,D
Bromley Ews,14/08/2021,0.6,-,3.8,0,24,D
Chertsey Cws,14/08/2021,3.2,-,0,2,24,D
Cheviot Ews,14/08/2021,2,-,1.9,0,24,D
Christchurch Aero,14/08/2021,1.2,-,2.1,0,24,D
"Christchurch, Kyle St Ews",14/08/2021,0.8,-,2.8,0,24,D
Culverden Aws,14/08/2021,5.4,-,0,0.8,24,D
Cass Ews,14/08/2021,0.2,-,-,-,24,D
Diamond Harbour Ews,14/08/2021,1.2,-,0.1,0,24,D
Hanmer Forest Ews,14/08/2021,2.6,-,0,1.3,24,D
Le Bons Bay Aws,14/08/2021,0,-,10.8,0,24,D
"Lincoln, Broadfield Ews",14/08/2021,2.6,-,1.1,0,24,D
"Lismore, Racemans House Cws",14/08/2021,0.4,-,0.8,0,24,D
Medbury Cws,14/08/2021,7.2,-,0,0.8,24,D
Methven Cws,14/08/2021,2.6,-,3.4,0,24,D
Ohoka Cws,14/08/2021,2,-,0.8,0,24,D
Rangiora Ews,14/08/2021,1.2,-,2.4,0,24,D
Waipara West Ews,14/08/2021,2.8,-,4.1,0,24,D
Wakanui 2 Cws,14/08/2021,0.2,-,2.6,0,24,D
Winchmore 2 Ews,14/08/2021,1.8,-,0,0.6,24,D
Akaroa Ews,15/08/2021,5,-,0,2.8,24,D
Ashburton Aero Aws,15/08/2021,0,-,3.3,0,24,D
Balmoral East Cws,15/08/2021,0,-,1.7,0,24,D
Bromley Ews,15/08/2021,2.4,-,2.5,0,24,D
Chertsey Cws,15/08/2021,0.6,-,0.6,0,24,D
Cheviot Ews,15/08/2021,1.2,-,1.7,0,24,D
Christchurch Aero,15/08/2021,2,-,1,0,24,D
"Christchurch, Kyle St Ews",15/08/2021,3,-,0.8,0,24,D
Culverden Aws,15/08/2021,0.2,-,1.5,0,24,D
Cass Ews,15/08/2021,3.4,-,-,-,24,D
Diamond Harbour Ews,15/08/2021,5,-,0,3.7,24,D
Hanmer Forest Ews,15/08/2021,0.2,-,0.6,0,24,D
Le Bons Bay Aws,15/08/2021,1.8,-,10.2,0,24,D
"Lincoln, Broadfield Ews",15/08/2021,2.4,-,0,0,24,D
"Lismore, Racemans House Cws",15/08/2021,0,-,2.1,0,24,D
Medbury Cws,15/08/2021,0,-,1.7,0,24,D
Methven Cws,15/08/2021,2.4,-,2.2,0,24,D
Ohoka Cws,15/08/2021,3.2,-,0,1.5,24,D
Rangiora Ews,15/08/2021,2.2,-,1.1,0,24,D
Waipara West Ews,15/08/2021,2,-,3.7,0,24,D
Wakanui 2 Cws,15/08/2021,0,-,3.9,0,24,D
Winchmore 2 Ews,15/08/2021,0.4,-,0.8,0,24,D
Akaroa Ews,16/08/2021,0,-,1.2,0,24,D
Ashburton Aero Aws,16/08/2021,0,-,4.5,0,24,D
Balmoral East Cws,16/08/2021,0,-,3.3,0,24,D
Bromley Ews,16/08/2021,0,-,3.5,0,24,D
Chertsey Cws,16/08/2021,0,-,1.8,0,24,D
Cheviot Ews,16/08/2021,0,-,2.7,0,24,D
Christchurch Aero,16/08/2021,0.2,-,1.7,0,24,D
"Christchurch, Kyle St Ews",16/08/2021,0,-,1.8,0,24,D
Culverden Aws,16/08/2021,0,-,3.1,0,24,D
Cass Ews,16/08/2021,0,-,-,-,24,D
Diamond Harbour Ews,16/08/2021,0,-,1.2,0,24,D
Hanmer Forest Ews,16/08/2021,0.2,-,1.3,0,24,D
Le Bons Bay Aws,16/08/2021,0,-,11.4,0,24,D
"Lincoln, Broadfield Ews",16/08/2021,0,-,1.3,0,24,D
"Lismore, Racemans House Cws",16/08/2021,0,-,3.3,0,24,D
Medbury Cws,16/08/2021,0,-,3.3,0,24,D
Methven Cws,16/08/2021,0,-,3.4,0,24,D
Ohoka Cws,16/08/2021,0.2,-,0.7,0,24,D
Rangiora Ews,16/08/2021,0,-,1.9,0,24,D
Waipara West Ews,16/08/2021,0,-,5.4,0,24,D
Wakanui 2 Cws,16/08/2021,0,-,5.1,0,24,D
Winchmore 2 Ews,16/08/2021,0,-,2,0,24,D
Akaroa Ews,17/08/2021,0,-,2.4,0,24,D
Ashburton Aero Aws,17/08/2021,0.4,-,5.3,0,24,D
Balmoral East Cws,17/08/2021,15.6,-,0,10.6,24,D
Bromley Ews,17/08/2021,0,-,4.6,0,24,D
Chertsey Cws,17/08/2021,0.8,-,2.1,0,24,D
Cheviot Ews,17/08/2021,4,-,0,0.4,24,D
Christchurch Aero,17/08/2021,0,-,2.6,0,24,D
"Christchurch, Kyle St Ews",17/08/2021,0,-,2.7,0,24,D
Culverden Aws,17/08/2021,16.4,-,0,11.6,24,D
Cass Ews,17/08/2021,42.8,-,-,-,24,D
Diamond Harbour Ews,17/08/2021,0,-,2.4,0,24,D
Hanmer Forest Ews,17/08/2021,34,-,0,31.9,24,D
Le Bons Bay Aws,17/08/2021,0,-,12.6,0,24,D
"Lincoln, Broadfield Ews",17/08/2021,0,-,2.6,0,24,D
"Lismore, Racemans House Cws",17/08/2021,9,-,0,4.5,24,D
Medbury Cws,17/08/2021,22.6,-,0,17.6,24,D
Methven Cws,17/08/2021,12.2,-,0,7.6,24,D
Ohoka Cws,17/08/2021,1.6,-,0,0,24,D
Rangiora Ews,17/08/2021,0.8,-,2,0,24,D
Waipara West Ews,17/08/2021,20.4,-,0,13.4,24,D
Wakanui 2 Cws,17/08/2021,0.6,-,5.7,0,24,D
Winchmore 2 Ews,17/08/2021,2.2,-,0.9,0,24,D
Akaroa Ews,18/08/2021,4.2,-,0,0.6,24,D
Ashburton Aero Aws,18/08/2021,0,-,6.5,0,24,D
Balmoral East Cws,18/08/2021,4.6,-,0,2.9,24,D
Bromley Ews,18/08/2021,0,-,5.7,0,24,D
Chertsey Cws,18/08/2021,0,-,3.3,0,24,D
Cheviot Ews,18/08/2021,2.2,-,0,1.2,24,D
Christchurch Aero,18/08/2021,0.8,-,2.8,0,24,D
"Christchurch, Kyle St Ews",18/08/2021,0.6,-,3.1,0,24,D
Culverden Aws,18/08/2021,8.4,-,0,6.7,24,D
Cass Ews,18/08/2021,17.8,-,-,-,24,D
Diamond Harbour Ews,18/08/2021,1.4,-,2.3,0,24,D
Hanmer Forest Ews,18/08/2021,17.6,-,0,16.8,24,D
Le Bons Bay Aws,18/08/2021,2.2,-,11.5,0,24,D
"Lincoln, Broadfield Ews",18/08/2021,1,-,2.9,0,24,D
"Lismore, Racemans House Cws",18/08/2021,0.4,-,0.8,0,24,D
Medbury Cws,18/08/2021,5.2,-,0,3.5,24,D
Methven Cws,18/08/2021,5.4,-,0,4.2,24,D
Ohoka Cws,18/08/2021,0.4,-,0.5,0,24,D
Rangiora Ews,18/08/2021,0,-,2.9,0,24,D
Waipara West Ews,18/08/2021,1.2,-,0.5,0,24,D
Wakanui 2 Cws,18/08/2021,0,-,6.9,0,24,D
Winchmore 2 Ews,18/08/2021,0,-,2.1,0,24,D
Akaroa Ews,19/08/2021,0.2,-,1,0,24,D
Ashburton Aero Aws,19/08/2021,0,-,7.7,0,24,D
Balmoral East Cws,19/08/2021,0,-,1.7,0,24,D
Bromley Ews,19/08/2021,0.4,-,6.4,0,24,D
Chertsey Cws,19/08/2021,0,-,4.5,0,24,D
Cheviot Ews,19/08/2021,0,-,1,0,24,D
Christchurch Aero,19/08/2021,1,-,2.7,0,24,D
"Christchurch, Kyle St Ews",19/08/2021,0.2,-,3.9,0,24,D
Culverden Aws,19/08/2021,0,-,1.7,0,24,D
Cass Ews,19/08/2021,1.4,-,-,-,24,D
Diamond Harbour Ews,19/08/2021,0.8,-,2.7,0,24,D
Hanmer Forest Ews,19/08/2021,1.6,-,0,0.8,24,D
Le Bons Bay Aws,19/08/2021,1,-,11.7,0,24,D
"Lincoln, Broadfield Ews",19/08/2021,0.8,-,3.5,0,24,D
"Lismore, Racemans House Cws",19/08/2021,0,-,2,0,24,D
Medbury Cws,19/08/2021,0.2,-,1.5,0,24,D
Methven Cws,19/08/2021,0,-,1.2,0,24,D
Ohoka Cws,19/08/2021,0,-,1.4,0,24,D
Rangiora Ews,19/08/2021,0.4,-,3.4,0,24,D
Waiau School Cws,19/08/2021,0.6,-,-,-,24,D
Waipara West Ews,19/08/2021,0,-,2.1,0,24,D
Wakanui 2 Cws,19/08/2021,0,-,8.1,0,24,D
Winchmore 2 Ews,19/08/2021,0,-,3.3,0,24,D
Akaroa Ews,20/08/2021,9.6,-,0,7.4,24,D
Ashburton Aero Aws,20/08/2021,0.2,-,8.7,0,24,D
Balmoral East Cws,20/08/2021,0.6,-,2.7,0,24,D
Bromley Ews,20/08/2021,0,-,7.5,0,24,D
Chertsey Cws,20/08/2021,1,-,4.7,0,24,D
Cheviot Ews,20/08/2021,5.6,-,0,3.6,24,D
Christchurch Aero,20/08/2021,0.8,-,2.8,0,24,D
"Christchurch, Kyle St Ews",20/08/2021,0.2,-,4.6,0,24,D
Culverden Aws,20/08/2021,4,-,0,0.7,24,D
Cass Ews,20/08/2021,1.2,-,-,-,24,D
Diamond Harbour Ews,20/08/2021,1.2,-,2.7,0,24,D
Hanmer Forest Ews,20/08/2021,2,-,0,1.2,24,D
Le Bons Bay Aws,20/08/2021,1.4,-,11.5,0,24,D
"Lincoln, Broadfield Ews",20/08/2021,1.4,-,3.4,0,24,D
"Lismore, Racemans House Cws",20/08/2021,0,-,3.2,0,24,D
Medbury Cws,20/08/2021,0.4,-,2.7,0,24,D
Methven Cws,20/08/2021,4,-,0,1.6,24,D
Ohoka Cws,20/08/2021,1.8,-,0.5,0,24,D
Rangiora Ews,20/08/2021,0.6,-,3.7,0,24,D
Waiau School Cws,20/08/2021,2,-,-,-,24,D
Waipara West Ews,20/08/2021,0.6,-,3.2,0,24,D
Wakanui 2 Cws,20/08/2021,0.6,-,8.7,0,24,D
Winchmore 2 Ews,20/08/2021,0.2,-,4.3,0,24,D
Akaroa Ews,21/08/2021,2.6,-,0,1.4,24,D
Ashburton Aero Aws,21/08/2021,0.2,-,9.7,0,24,D
Balmoral East Cws,21/08/2021,0.6,-,3.8,0,24,D
Bromley Ews,21/08/2021,0.2,-,8.4,0,24,D
Chertsey Cws,21/08/2021,0,-,5.8,0,24,D
Cheviot Ews,21/08/2021,1,-,0,0,24,D
Christchurch Aero,21/08/2021,0.2,-,3.5,0,24,D
"Christchurch, Kyle St Ews",21/08/2021,0.4,-,5.2,0,24,D
Culverden Aws,21/08/2021,0.4,-,1.3,0,24,D
Cass Ews,21/08/2021,0,-,-,-,24,D
Diamond Harbour Ews,21/08/2021,0.8,-,3.1,0,24,D
Hanmer Forest Ews,21/08/2021,2.6,-,0,1.8,24,D
Le Bons Bay Aws,21/08/2021,2.2,-,10.5,0,24,D
"Lincoln, Broadfield Ews",21/08/2021,0,-,4.7,0,24,D
"Lismore, Racemans House Cws",21/08/2021,0,-,4.4,0,24,D
Medbury Cws,21/08/2021,0.4,-,4,0,24,D
Methven Cws,21/08/2021,0.4,-,0.8,0,24,D
Ohoka Cws,21/08/2021,0,-,1.4,0,24,D
Rangiora Ews,21/08/2021,0,-,4.6,0,24,D
Waiau School Cws,21/08/2021,0.2,-,-,-,24,D
Waipara West Ews,21/08/2021,0,-,4.8,0,24,D
Wakanui 2 Cws,21/08/2021,1.2,-,8.7,0,24,D
Winchmore 2 Ews,21/08/2021,0,-,5.4,0,24,D
Akaroa Ews,22/08/2021,0,-,1.2,0,24,D
Ashburton Aero Aws,22/08/2021,0,-,10.9,0,24,D
Balmoral East Cws,22/08/2021,0.2,-,5.2,0,24,D
Bromley Ews,22/08/2021,0,-,9.5,0,24,D
Chertsey Cws,22/08/2021,0,-,7,0,24,D
Cheviot Ews,22/08/2021,0,-,1,0,24,D
Christchurch Aero,22/08/2021,0,-,4.4,0,24,D
"Christchurch, Kyle St Ews",22/08/2021,0,-,6.1,0,24,D
Culverden Aws,22/08/2021,0,-,2.9,0,24,D
Cass Ews,22/08/2021,0,-,-,-,24,D
Diamond Harbour Ews,22/08/2021,0,-,4.3,0,24,D
Hanmer Forest Ews,22/08/2021,0.2,-,0.6,0,24,D
Le Bons Bay Aws,22/08/2021,0,-,11.7,0,24,D
"Lincoln, Broadfield Ews",22/08/2021,0.2,-,5.8,0,24,D
"Lismore, Racemans House Cws",22/08/2021,0,-,5.6,0,24,D
Medbury Cws,22/08/2021,0,-,5.6,0,24,D
Methven Cws,22/08/2021,0,-,2,0,24,D
Ohoka Cws,22/08/2021,0.2,-,2.1,0,24,D
Rangiora Ews,22/08/2021,0,-,5.5,0,24,D
Waiau School Cws,22/08/2021,0,-,-,-,24,D
Waipara West Ews,22/08/2021,0,-,6.5,0,24,D
Wakanui 2 Cws,22/08/2021,0,-,9.9,0,24,D
Winchmore 2 Ews,22/08/2021,0,-,6.6,0,24,D
Akaroa Ews,23/08/2021,0,-,2.4,0,24,D
Ashburton Aero Aws,23/08/2021,0,-,12.1,0,24,D
Balmoral East Cws,23/08/2021,0,-,6.9,0,24,D
Bromley Ews,23/08/2021,0,-,10.6,0,24,D
Chertsey Cws,23/08/2021,0,-,8.2,0,24,D
Cheviot Ews,23/08/2021,0,-,2,0,24,D
Christchurch Aero,23/08/2021,0.2,-,5.2,0,24,D
"Christchurch, Kyle St Ews",23/08/2021,0,-,7.1,0,24,D
Culverden Aws,23/08/2021,0,-,4.6,0,24,D
Cass Ews,23/08/2021,2.8,-,-,-,24,D
Diamond Harbour Ews,23/08/2021,0,-,5.6,0,24,D
Hanmer Forest Ews,23/08/2021,0,-,1.5,0,24,D
Le Bons Bay Aws,23/08/2021,0,-,12.9,0,24,D
"Lincoln, Broadfield Ews",23/08/2021,0,-,7.1,0,24,D
"Lismore, Racemans House Cws",23/08/2021,0,-,6.9,0,24,D
Medbury Cws,23/08/2021,0,-,7.3,0,24,D
Methven Cws,23/08/2021,0,-,3.1,0,24,D
Ohoka Cws,23/08/2021,0,-,2.9,0,24,D
Rangiora Ews,23/08/2021,0,-,6.4,0,24,D
Waiau School Cws,23/08/2021,0,-,-,-,24,D
Waipara West Ews,23/08/2021,0,-,8.1,0,24,D
Wakanui 2 Cws,23/08/2021,0,-,11.1,0,24,D
Winchmore 2 Ews,23/08/2021,0,-,7.8,0,24,D
Akaroa Ews,24/08/2021,0,-,3.6,0,24,D
Ashburton Aero Aws,24/08/2021,0,-,13.3,0,24,D
Balmoral East Cws,24/08/2021,0,-,8.5,0,24,D
Bromley Ews,24/08/2021,0,-,11.7,0,24,D
Chertsey Cws,24/08/2021,0,-,9.4,0,24,D
Cheviot Ews,24/08/2021,0,-,2.9,0,24,D
Christchurch Aero,24/08/2021,0,-,6.1,0,24,D
"Christchurch, Kyle St Ews",24/08/2021,0,-,8.1,0,24,D
Culverden Aws,24/08/2021,0,-,6.2,0,24,D
Cass Ews,24/08/2021,0,-,-,-,24,D
Diamond Harbour Ews,24/08/2021,0,-,6.8,0,24,D
Hanmer Forest Ews,24/08/2021,0,-,2.3,0,24,D
Le Bons Bay Aws,24/08/2021,0,-,14,0,24,D
"Lincoln, Broadfield Ews",24/08/2021,0,-,8.4,0,24,D
"Lismore, Racemans House Cws",24/08/2021,0,-,8.1,0,24,D
Medbury Cws,24/08/2021,0,-,8.9,0,24,D
Methven Cws,24/08/2021,0,-,4.3,0,24,D
Ohoka Cws,24/08/2021,0,-,3.8,0,24,D
Rangiora Ews,24/08/2021,0,-,7.3,0,24,D
Waiau School Cws,24/08/2021,0,-,-,-,24,D
Waipara West Ews,24/08/2021,0,-,9.8,0,24,D
Wakanui 2 Cws,24/08/2021,0,-,12.3,0,24,D
Winchmore 2 Ews,24/08/2021,0,-,9,0,24,D
Akaroa Ews,25/08/2021,0,-,4.7,0,24,D
Ashburton Aero Aws,25/08/2021,0,-,14.6,0,24,D
Balmoral East Cws,25/08/2021,0,-,10.2,0,24,D
Bromley Ews,25/08/2021,0,-,12.8,0,24,D
Chertsey Cws,25/08/2021,0,-,10.6,0,24,D
Cheviot Ews,25/08/2021,0,-,3.9,0,24,D
Christchurch Aero,25/08/2021,0,-,7,0,24,D
"Christchurch, Kyle St Ews",25/08/2021,0,-,9,0,24,D
Culverden Aws,25/08/2021,0,-,7.9,0,24,D
Cass Ews,25/08/2021,0,-,-,-,24,D
Diamond Harbour Ews,25/08/2021,0,-,8,0,24,D
Hanmer Forest Ews,25/08/2021,0,-,3.1,0,24,D
Le Bons Bay Aws,25/08/2021,0,-,15.2,0,24,D
"Lincoln, Broadfield Ews",25/08/2021,0,-,9.7,0,24,D
"Lismore, Racemans House Cws",25/08/2021,0,-,9.3,0,24,D
Medbury Cws,25/08/2021,0,-,10.6,0,24,D
Methven Cws,25/08/2021,0,-,5.5,0,24,D
Ohoka Cws,25/08/2021,0,-,4.7,0,24,D
Rangiora Ews,25/08/2021,0,-,8.2,0,24,D
Waiau School Cws,25/08/2021,0,-,-,-,24,D
Waipara West Ews,25/08/2021,0,-,11.4,0,24,D
Wakanui 2 Cws,25/08/2021,0,-,13.6,0,24,D
Winchmore 2 Ews,25/08/2021,0,-,10.2,0,24,D
Akaroa Ews,26/08/2021,0,-,5.9,0,24,D
Ashburton Aero Aws,26/08/2021,0,-,15.8,0,24,D
Balmoral East Cws,26/08/2021,0,-,11.8,0,24,D
Bromley Ews,26/08/2021,0,-,13.8,0,24,D
Chertsey Cws,26/08/2021,0,-,11.7,0,24,D
Cheviot Ews,26/08/2021,0,-,4.9,0,24,D
Christchurch Aero,26/08/2021,0,-,7.9,0,24,D
"Christchurch, Kyle St Ews",26/08/2021,0,-,10,0,24,D
Culverden Aws,26/08/2021,0,-,9.5,0,24,D
Cass Ews,26/08/2021,0,-,-,-,24,D
Diamond Harbour Ews,26/08/2021,0,-,9.2,0,24,D
Hanmer Forest Ews,26/08/2021,0,-,4,0,24,D
Le Bons Bay Aws,26/08/2021,0,-,16.4,0,24,D
"Lincoln, Broadfield Ews",26/08/2021,0,-,11,0,24,D
"Lismore, Racemans House Cws",26/08/2021,0,-,10.5,0,24,D
Medbury Cws,26/08/2021,0,-,12.2,0,24,D
Methven Cws,26/08/2021,0,-,6.7,0,24,D
Ohoka Cws,26/08/2021,0,-,5.6,0,24,D
Rangiora Ews,26/08/2021,0,-,9,0,24,D
Waiau School Cws,26/08/2021,0,-,-,-,24,D
Waipara West Ews,26/08/2021,0,-,13.1,0,24,D
Wakanui 2 Cws,26/08/2021,0,-,14.8,0,24,D
Winchmore 2 Ews,26/08/2021,0,-,11.3,0,24,D
Akaroa Ews,27/08/2021,3.2,-,3.9,0,24,D
Ashburton Aero Aws,27/08/2021,4.8,-,12.2,0,24,D
Balmoral East Cws,27/08/2021,3.4,-,10.1,0,24,D
Bromley Ews,27/08/2021,1.4,-,13.5,0,24,D
Chertsey Cws,27/08/2021,1.4,-,11.5,0,24,D
Cheviot Ews,27/08/2021,2.4,-,3.5,0,24,D
Christchurch Aero,27/08/2021,2.2,-,6.6,0,24,D
"Christchurch, Kyle St Ews",27/08/2021,1.6,-,9.3,0,24,D
Culverden Aws,27/08/2021,3.6,-,7.6,0,24,D
Cass Ews,27/08/2021,14.6,-,-,-,24,D
Diamond Harbour Ews,27/08/2021,1.6,-,8.8,0,24,D
Hanmer Forest Ews,27/08/2021,0.8,-,4,0,24,D
Le Bons Bay Aws,27/08/2021,3.2,-,14.4,0,24,D
"Lincoln, Broadfield Ews",27/08/2021,1.6,-,10.8,0,24,D
"Lismore, Racemans House Cws",27/08/2021,5.2,-,6.5,0,24,D
Medbury Cws,27/08/2021,4.8,-,9.1,0,24,D
Methven Cws,27/08/2021,3.2,-,4.6,0,24,D
Ohoka Cws,27/08/2021,4.2,-,2.3,0,24,D
Rangiora Ews,27/08/2021,2.8,-,7.1,0,24,D
Waiau School Cws,27/08/2021,1.8,-,-,-,24,D
Waipara West Ews,27/08/2021,3,-,11.7,0,24,D
Wakanui 2 Cws,27/08/2021,3.4,-,12.6,0,24,D
Winchmore 2 Ews,27/08/2021,2.6,-,9.9,0,24,D
Akaroa Ews,28/08/2021,2,-,3.1,0,24,D
Ashburton Aero Aws,28/08/2021,1,-,12.4,0,24,D
Balmoral East Cws,28/08/2021,0.8,-,10.9,0,24,D
Bromley Ews,28/08/2021,2,-,12.6,0,24,D
Chertsey Cws,28/08/2021,1.4,-,11.3,0,24,D
Cheviot Ews,28/08/2021,1.8,-,2.6,0,24,D
Christchurch Aero,28/08/2021,2.2,-,5.3,0,24,D
"Christchurch, Kyle St Ews",28/08/2021,1.6,-,8.7,0,24,D
Culverden Aws,28/08/2021,1.2,-,8,0,24,D
Cass Ews,28/08/2021,2,-,-,-,24,D
Diamond Harbour Ews,28/08/2021,1.4,-,8.7,0,24,D
Hanmer Forest Ews,28/08/2021,3,-,1.9,0,24,D
Le Bons Bay Aws,28/08/2021,1.4,-,14.2,0,24,D
"Lincoln, Broadfield Ews",28/08/2021,3.6,-,8.5,0,24,D
"Lismore, Racemans House Cws",28/08/2021,2.4,-,5.3,0,24,D
Medbury Cws,28/08/2021,0.6,-,10.1,0,24,D
Methven Cws,28/08/2021,1,-,4.8,0,24,D
Ohoka Cws,28/08/2021,2.2,-,1,0,24,D
Rangiora Ews,28/08/2021,1.8,-,6.2,0,24,D
Waiau School Cws,28/08/2021,1.8,-,-,-,24,D
Waipara West Ews,28/08/2021,0.8,-,12.6,0,24,D
Wakanui 2 Cws,28/08/2021,1,-,12.8,0,24,D
Winchmore 2 Ews,28/08/2021,0.2,-,10.9,0,24,D
Akaroa Ews,29/08/2021,0,-,4.3,0,24,D
Ashburton Aero Aws,29/08/2021,0,-,13.6,0,24,D
Balmoral East Cws,29/08/2021,0,-,12.6,0,24,D
Bromley Ews,29/08/2021,0,-,13.7,0,24,D
Chertsey Cws,29/08/2021,0.4,-,12.1,0,24,D
Cheviot Ews,29/08/2021,2,-,1.6,0,24,D
Christchurch Aero,29/08/2021,0.8,-,5.5,0,24,D
"Christchurch, Kyle St Ews",29/08/2021,0.4,-,9.3,0,24,D
Culverden Aws,29/08/2021,0.2,-,9.5,0,24,D
Cass Ews,29/08/2021,0,-,-,-,24,D
Diamond Harbour Ews,29/08/2021,0.2,-,9.7,0,24,D
Hanmer Forest Ews,29/08/2021,1.2,-,1.5,0,24,D
Le Bons Bay Aws,29/08/2021,1.6,-,13.8,0,24,D
"Lincoln, Broadfield Ews",29/08/2021,0,-,9.8,0,24,D
"Lismore, Racemans House Cws",29/08/2021,0,-,6.5,0,24,D
Medbury Cws,29/08/2021,0.2,-,11.6,0,24,D
Methven Cws,29/08/2021,0,-,6,0,24,D
Ohoka Cws,29/08/2021,0.8,-,1.1,0,24,D
Rangiora Ews,29/08/2021,0.2,-,6.9,0,24,D
Waiau School Cws,29/08/2021,0.6,-,-,-,24,D
Waipara West Ews,29/08/2021,0.2,-,14.1,0,24,D
Wakanui 2 Cws,29/08/2021,0.6,-,13.4,0,24,D
Winchmore 2 Ews,29/08/2021,0,-,12.1,0,24,D
Akaroa Ews,30/08/2021,0.8,-,4.7,0,24,D
Ashburton Aero Aws,30/08/2021,6.2,-,8.6,0,24,D
Balmoral East Cws,30/08/2021,1,-,13.3,0,24,D
Bromley Ews,30/08/2021,0.8,-,14,0,24,D
Chertsey Cws,30/08/2021,3.2,-,10,0,24,D
Cheviot Ews,30/08/2021,10.4,-,0,7.8,24,D
Christchurch Aero,30/08/2021,1.2,-,5.2,0,24,D
"Christchurch, Kyle St Ews",30/08/2021,1,-,9.2,0,24,D
Culverden Aws,30/08/2021,3.2,-,7.9,0,24,D
Cass Ews,30/08/2021,3.4,-,-,-,24,D
Diamond Harbour Ews,30/08/2021,0.4,-,10.5,0,24,D
Hanmer Forest Ews,30/08/2021,4.2,-,0,1.9,24,D
Le Bons Bay Aws,30/08/2021,1.8,-,13.1,0,24,D
"Lincoln, Broadfield Ews",30/08/2021,3,-,8.1,0,24,D
"Lismore, Racemans House Cws",30/08/2021,5.4,-,2.3,0,24,D
Medbury Cws,30/08/2021,2.4,-,10.9,0,24,D
Methven Cws,30/08/2021,9.4,-,0,2.2,24,D
Ohoka Cws,30/08/2021,5.4,-,0,3.4,24,D
Rangiora Ews,30/08/2021,2.6,-,5.2,0,24,D
Waiau School Cws,30/08/2021,6.6,-,-,-,24,D
Waipara West Ews,30/08/2021,4.2,-,11.5,0,24,D
Wakanui 2 Cws,30/08/2021,3.4,-,11.2,0,24,D
Winchmore 2 Ews,30/08/2021,7.2,-,6,0,24,D
Akaroa Ews,31/08/2021,0,-,5.8,0,24,D
Ashburton Aero Aws,31/08/2021,0,-,9.8,0,24,D
Balmoral East Cws,31/08/2021,0,-,14.9,0,24,D
Bromley Ews,31/08/2021,0,-,15.1,0,24,D
Chertsey Cws,31/08/2021,0,-,11.2,0,24,D
Cheviot Ews,31/08/2021,0,-,1,0,24,D
Christchurch Aero,31/08/2021,0.2,-,5.9,0,24,D
"Christchurch, Kyle St Ews",31/08/2021,0,-,10.2,0,24,D
Culverden Aws,31/08/2021,0.4,-,9.2,0,24,D
Cass Ews,31/08/2021,0,-,-,-,24,D
Diamond Harbour Ews,31/08/2021,0,-,11.7,0,24,D
Hanmer Forest Ews,31/08/2021,1.6,-,0,0.8,24,D
Le Bons Bay Aws,31/08/2021,0,-,14.3,0,24,D
"Lincoln, Broadfield Ews",31/08/2021,0,-,9.4,0,24,D
"Lismore, Racemans House Cws",31/08/2021,0,-,3.5,0,24,D
Medbury Cws,31/08/2021,0.4,-,12.1,0,24,D
Methven Cws,31/08/2021,0.2,-,1,0,24,D
Ohoka Cws,31/08/2021,0,-,0.9,0,24,D
Rangiora Ews,31/08/2021,0,-,6.1,0,24,D
Waiau School Cws,31/08/2021,0.6,-,-,-,24,D
Waipara West Ews,31/08/2021,1,-,12.2,0,24,D
Wakanui 2 Cws,31/08/2021,0,-,12.4,0,24,D
Winchmore 2 Ews,31/08/2021,0,-,7.2,0,24,D
Akaroa Ews,1/9/2021,0,-,7,0,24,D
Ashburton Aero Aws,1/9/2021,0.2,-,10.8,0,24,D
Balmoral East Cws,1/9/2021,0,-,16.6,0,24,D
Bromley Ews,1/9/2021,0,-,16.2,0,24,D
Chertsey Cws,1/9/2021,0,-,12.4,0,24,D
Cheviot Ews,1/9/2021,0,-,2,0,24,D
Christchurch Aero,1/9/2021,0,-,6.8,0,24,D
"Christchurch, Kyle St Ews",1/9/2021,0,-,11.1,0,24,D
Culverden Aws,1/9/2021,0,-,10.9,0,24,D
Cass Ews,1/9/2021,0,-,-,-,24,D
Diamond Harbour Ews,1/9/2021,0,-,12.9,0,24,D
Hanmer Forest Ews,1/9/2021,0,-,0.8,0,24,D
Le Bons Bay Aws,1/9/2021,0,-,15.5,0,24,D
"Lincoln, Broadfield Ews",1/9/2021,0,-,10.7,0,24,D
"Lismore, Racemans House Cws",1/9/2021,0,-,4.7,0,24,D
Medbury Cws,1/9/2021,0,-,13.8,0,24,D
Methven Cws,1/9/2021,0,-,2.2,0,24,D
Ohoka Cws,1/9/2021,0,-,1.8,0,24,D
Rangiora Ews,1/9/2021,0,-,7,0,24,D
Waiau School Cws,1/9/2021,0,-,-,-,24,D
